x,y,"f(x,y)"
0.195254015709299,-0.5328791217919573,1329.7526467452444
0.8607574654896779,-0.8095032813434471,14843.353539252605
0.4110535042865755,-1.7256016363840159,20026.634841457493
0.17953273198758746,-0.5898898734430684,1334.288113447635
-0.30538080264438117,-1.0712158148093005,2364.3689969099364
0.5835764522666245,1.0517093520866738,2694.621351323902
-0.24965115494922996,-1.5534868005749547,45571.05044499626
1.567092003128319,-1.4252758321831798,162749.72376618875
1.8546510420041171,-0.8859587964875444,103606.33562582242
-0.4662339246968892,-0.8478926826587796,659.9200432324034
1.1669001523306584,1.3852197467844518,628.7806919032033
0.11557967901161792,1.165134625801949,18417.326895030583
0.27217824437572924,0.3145425328209015,976.7307826673002
1.7023865531706441,-0.8456452845598137,77336.90005399924
-1.7158557672084522,-0.7244865871560306,22010.30666470697
-1.6514828011938372,0.3688730999305787,11171.105217458073
-1.9191264102386971,0.959466235059296,10457.901279086502
1.330479382191752,-0.46360777956620236,13264.006458487102
1.112627003799402,0.03824811457750066,386.01674049792337
1.4800485929872766,1.552132546130776,-803.2943902744096
1.914473368931056,0.5991634268337229,-3075.494423943797
1.1966342568668944,0.1422005281676002,-44.76630478860023
-0.15408255098827262,-1.715110155432435,88172.08517581105
1.1221167051458218,-1.295939152888356,53406.09082528052
-1.5269022965242671,-1.1960336647375067,11348.367734214165
0.5596840853100953,0.49259316980917855,999.3921775329527
-1.4265868503638144,-1.5675489931817999,91531.26742966325
1.7786756681983356,-1.884020520073494,307720.3935131095
0.0873932870002867,-0.5585977693925388,914.4684855208365
-0.34135224003790565,0.8754367140352306,22439.815540088042
-0.9417775515814921,0.7729974172082374,29590.697738969982
1.0969347577368667,1.1706814078015566,517.5505041521563
-0.1753986711338058,0.7849930250772381,11987.613658054392
0.27373579547459403,0.45314231440584773,1236.453166966944
-1.9248407982545794,-0.05535161296941915,94904.10405777127
0.47054198830350824,-1.1660067180481177,4411.448689953664
0.44838289088968564,0.2741922234264722,961.103137593818
0.46773598749902767,0.5464989928333646,1099.596132227488
1.7749923140584967,-1.505026686341135,254014.22684463786
0.7272811964139336,0.2605893544125393,947.0383415668966
-0.561968397704856,-1.6090051472257936,88052.8635786061
-0.2518721848026342,0.18830720922596722,1190.8133384032453
0.7905247837090594,-1.3643244359254338,16618.46806073485
-1.7590981134829207,-1.523945811166668,55593.55217405373
0.6670668617826707,-1.5475997759446534,5207.5623535094155
0.6825514784726376,1.6441012513236277,16799.261404880916
-1.1584697557046364,0.3923492698097686,3181.185697586612
-1.4842948093805868,-0.9993651111914441,4811.553572512032
-0.7382865963032645,-1.7142044880316343,157528.31395474263
-0.5451569162295096,0.1447256740484102,1301.6479946946567
0.28078708167151856,-1.4207881164927656,3051.2754457511614
-0.2455939461507186,1.1136117376180028,36783.14703243441
1.9534953522369047,-0.015561373592770877,1860.0050182116213
-1.5918207570078877,0.9057955394293593,24524.014020810784
-1.1644929756206612,-0.4170936047194318,1680.7670634579097
-1.354761928460015,0.8092909784814424,25575.78195549066
0.6124333018615937,0.7384574253720486,1086.1072837153492
-0.9868335898408716,0.24566483230281388,1734.6183949748186
-0.13475690857477485,1.3829585366325179,55513.71869846221
-1.022297631993589,0.32989429440950735,2939.6574350460482
-1.3641216654179211,0.3124416431192891,1556.9455532148588
-1.5584994353427795,-0.7680675706306657,8918.812664999514
0.6253183578610937,1.7260250644702668,25365.552278523355
-1.4472681946055448,0.06855828621514082,6784.005631257344
-1.213670553279786,-0.4331413697057145,2308.9386724828655
-0.5250993173561436,0.16656916625047025,1463.2881809188593
1.2839729193917404,-1.4190314450610502,86676.43647155404
-1.611594896827755,-0.9394990515151806,7338.795644337764
1.3517796299952156,-0.7732725513207663,37560.0187731843
-1.6156063684241477,0.06063507672528523,19768.65911651342
1.905837860053583,0.7820433352311071,-1770.9110780831884
-0.1253951934091937,-0.8511901514891376,217.18285506470272
1.9070443527613485,-1.4569360176444346,296216.82708873454
0.41938207898018387,0.23687273110096108,946.7257068215075
0.9570543175932067,1.4185993255150149,2581.5302330784416
-1.8432488309827173,-0.3270716545276877,65513.179488737136
-0.8687721496943617,-0.09690836421175364,143.95719238003431
-1.5192137551473244,-0.8431659513805498,5996.333441366492
-0.8154392099114203,1.2353364932642146,110100.55225989502
-1.5250891241830238,-1.5173402184630462,68120.82962618826
-0.7280672824240959,-1.315645129231532,24546.734990440567
-0.3429480219413201,1.9998264510308998,226530.1342700176
-1.7434100146048626,0.7288630105180798,5650.114229402749
0.7698884774800794,0.19220962630684202,895.0979113048893
0.2664058168263006,1.1804317806332487,12564.43949120454
