x,y,"f(x,y)"
4.881350392732472,-13.321978044798932,-1.1431565618776897e-120
21.51893663724195,-20.237582033586175,0.0
10.276337607164386,-43.140040909600394,0.0
4.488318299689688,-14.747246836076712,-2.1794826487358648e-141
-7.6345200661095305,-26.78039537023251,0.0
14.58941130666561,26.29273380216685,3.5915787843758394e-291
-6.241278873730749,-38.83717001437387,-0.0
39.17730007820798,-35.63189580457949,0.0
46.366276050102925,-22.14896991218861,-0.0
-11.65584811742223,-21.19731706646949,0.0
29.172503808266455,34.6304936696113,-0.0
2.889491975290447,29.12836564504873,-3.1013053397088926e-294
6.804456109393229,7.8635633205225375,2.566488067333741e-18
42.5596638292661,-21.141132113995344,0.0
-42.8963941802113,-18.112164678900765,-0.0
-41.28707002984593,9.221827498264467,-0.0
-47.97816025596743,23.986655876482402,0.0
33.2619845547938,-11.59019448915506,0.0
27.815675094985053,0.9562028644375147,1.72339023004724e-267
37.00121482468191,38.8033136532694,-0.0
47.861834223276404,14.979085670843077,-0.0
29.91585642167236,3.555013204190004,2.5580229634e-313
-3.8520637747068136,-42.877753885810876,0.0
28.052917628645545,-32.3984788222089,0.0
-38.172557413106674,-29.900841618437667,-0.0
13.992102132752379,12.314829245229461,-2.9511278359653618e-89
-35.66467125909536,-39.188724829544995,0.0
44.466891704958385,-47.10051300183735,0.0
2.184832175007166,-13.964944234813473,3.219466588961991e-129
-8.533806000947642,21.88591785088076,-1.0137552530065298e-212
-23.544438789537303,19.32493543020594,0.0
27.423368943421664,29.267035195038915,-0.0
-4.384966778345145,19.624825626930956,5.784625268716387e-144
6.84339488686485,11.32855786014619,-2.4090412208328795e-36
-48.121019956364485,-1.383790324235477,0.0
11.763549707587707,-29.150167951202942,0.0
11.209572272242141,6.854805585661808,-9.877424240613521e-36
11.69339968747569,13.662474820834113,-4.313677834328593e-81
44.37480785146242,-37.62566715852837,-0.0
18.182029910348348,6.514733860313484,-4.9895518965104834e-104
-14.049209942621403,-40.22512868064484,0.0
-6.296804620065856,4.707680230649181,8.304157625723744e-43
19.763119592726483,-34.10811089813585,0.0
-43.97745283707302,-38.098645279166696,-0.0
16.676671544566773,-38.689994398616335,0.0
17.063786961815936,41.1025312830907,-0.0
-28.96174389261591,9.808731745244216,-0.0
-37.10737023451467,-24.984127779786103,-0.0
-18.457164907581614,-42.855112200790856,-0.0
-13.628922905737738,3.618141851210254,2.4653299774734612e-123
7.019677041787965,-35.51970291231914,0.0
-6.139848653767963,27.84029344045007,4.074267680976107e-303
48.83738380592261,-0.3890343398192755,-0.0
-39.79551892519719,22.644888485733986,-0.0
-29.11232439051653,-10.427340117985793,-0.0
-33.86904821150037,20.23227446203606,0.0
15.310832546539842,18.46143563430121,4.8813020092433484e-167
-24.670839746021787,6.141620807570348,-0.0
-3.3689227143693685,34.57396341581294,-0.0
-25.557440799839725,8.247357360237686,0.0
-34.10304163544803,7.811041077982225,0.0
-38.962485883569485,-19.201689265766642,-0.0
15.632958946527339,43.150626611756664,0.0
-36.18170486513862,1.7139571553785231,0.0
-30.34176383199465,-10.82853424264286,0.0
-13.127482933903586,4.164229156261754,1.738518986135865e-116
32.09932298479352,-35.47578612652625,0.0
-40.289872420693875,-23.487476287879517,-0.0
33.794490749880396,-19.331813783019157,0.0
-40.39015921060369,1.515876918132129,0.0
47.64594650133958,19.551083380777683,0.0
-3.134879835229839,-21.27975378722844,-5.708659266615247e-277
47.676108819033715,-36.423400441110864,0.0
10.484551974504598,5.921818277524025,7.703382886028782e-28
23.92635793983017,35.46498313787538,0.0
-46.08122077456793,-8.176791363192194,-0.0
-21.719303742359042,-2.4227091052938405,-9.81826415906319e-283
-37.98034387868311,-21.079148784513745,0.0
-20.385980247785508,30.88341233160537,-0.0
-38.12722810457559,-37.93350546157615,-0.0
-18.201682060602398,-32.891128230788304,-0.0
-8.573700548533004,49.99566127577249,0.0
-43.58525036512157,18.221575262952,-0.0
19.24721193700198,4.80524065767105,-1.1962097669142228e-115
6.660145420657514,29.510794515831222,1.341890899861361e-308
-23.46105090605546,49.68824546714417,0.0
2.3248053466699687,-30.91257191492457,0.0
-40.60594892415583,29.139303875777614,-0.0
7.594649555617927,-15.783791741283927,1.7557434172132932e-165
42.92961975762141,23.12326849852711,0.0
-18.143104754867633,20.76597275377769,0.0
16.741037996368163,49.83300427980413,0.0
-36.82021375956079,-38.81279481635342,-0.0
21.632720411856553,-49.787460518347224,0.0
-21.05939070527989,24.77844646111228,0.0
-31.680863799288318,6.877691829880682,-0.0
8.651293481008317,19.08741279616568,1.7009872176386448e-124
-47.98924538125065,25.352503482639776,0.0
32.894002921736316,-0.6493448224163743,-0.0
-49.530452380745295,-14.34654749594155,0.0
17.781653679623005,27.03758863024983,0.0
-22.999202680783515,-11.987007133394556,0.0
23.519402212259493,12.21922694904162,2.9621922598152237e-218
46.21885451174383,39.34060265156545,-0.0
-25.124685648004196,-34.16085278986111,0.0
7.615733441783689,-49.10938401080425,-0.0
9.204193127183899,-24.324338880130092,0.0
7.225190579087339,29.74719434465888,1.25519497e-316
-27.691836735938168,6.682564249016075,0.0
45.2749011516985,44.616086353543196,-0.0
-5.287462138237267,4.787409986167937,-3.7821459729467793e-34
34.64086724711278,-23.421861741135054,-0.0
19.947927531750437,26.588530469933588,-0.0
-20.256304914486634,15.755038591501034,2.2759136997215913e-308
31.37978197024772,32.06833599615864,-0.0
-10.349425915301538,16.79984760224174,-2.407582013614259e-161
38.11031971111616,-4.805098963048458,-0.0
8.12728726358587,-22.291733090628963,-4.90720913611359e-293
38.173536185485275,-44.4399535230741,-0.0
